id;id_village;nom_village;long;alt;lat;id_com_id
383;1;SITAKOUROU;-10.18963333;O;14.41113333;1
384;1;TRANTIMOU;-10.19143333;O;14.47665;1
385;1;DIALLAN;-10.16168333;O;14.20668333;1
386;1;BOUDIADIA;-9.84981667;O;14.23711667;1
387;1;DIANGOUTE;-10.02853333;O;14.29866667;1
388;1;GADIAN GOULOU;-10.24735;O;14.22038333;1
389;1;GOUPOU;-10.08308333;O;14.29076667;1
390;1;KAMANE;-10.13873333;O;14.17856667;1
391;1;KANKOGA;-10.03323333;O;14.19355;1
392;1;KARANTERE;-10.06811667;O;14.32536667;1
393;1;KEROUANE;-9.9353;O;14.24675;1
394;1;KERSIGNANE;-10.13048333;O;14.21516667;1
395;1;KOMBONTE;-10.11356667;O;14.2623;1
396;1;KORDOMOU/KORONDOUMOU;-10.04743333;O;14.15723333;1
397;1;MISSIRA;-10.06995;O;14.19818333;1
398;1;MODINCANOU;-10.01396667;O;14.3133;1
399;1;NEMA;-10.12778333;O;14.1767;1
400;1;OUALEKOUROU;-10.22586667;O;14.21031667;1
401;1;SAVANE;-10.02941667;O;14.25108333;1
402;1;TINTHOKAN;-10.06498333;O;14.3256;1
403;1;TINTIBA;-10.0911;O;14.68498333;1
404;1;DIOKELI;-10.55071667;O;13.31361667;1
405;1;BAMBOUTA;-10.5718;O;13.29191667;1
406;1;BANGAYA;-10.7228;O;13.23673333;1
407;1;BANTANDIOKE;-10.61173333;O;13.33496667;1
408;1;DIAKABA;-10.7798;O;13.3313;1
409;1;DIOKELI BERTECOUNDA;-10.54875; ;13.33065;1
410;1;FARABANDING;-10.62578333;O;13.29668333;1
411;1;GANFAN;-10.63221667;O;13.36351667;1
412;1;GOUNGOUDALA;-10.50356667;O;13.34628333;1
413;1;KENIEKENIEKO;-10.5601;O;13.27493333;1
414;1;KONCORMA;-10.57076667;O;13.2806;1
415;1;MADINADING;-10.58988333;O;13.29788333;1
416;1;NIGUI;-10.58405;O;13.33831667;1
417;1;OUGOUNDINKO;-10.35671; ;14.01721;1
418;1;SAMANTOUTOU;-10.60796667;O;13.33098333;1
419;1;SEKOKOTO;-10.6234;O;13.2982;1
420;1;SOLLO;-10.56311667;O;13.34636667;1
421;1;SOLLOKOTO;-10.43513333;O;12.9672;1
422;1;GOUNFAN;-11.08685;O;13.4954;1
423;1;BAI;-10.95516667;O;13.35595;1
424;1;BOULOUMBA;-11.11796667;O;13.4125;1
425;1;DJIMEKOUROU;-11.01353333;O;13.50468333;1
426;1;DONGO DATIAKA;-11.21018333;O;13.41901667;1
427;1;KOULOUGUIBA;-11.04911667;O;13.4503;1
428;1;KOUROUBA GOROLI;-11.001;O;13.38366667;1
429;1;SADIOYA;-11.09411667;O;13.49335;1
430;1;GOUNDARA;-10.3679;O;14.03728333;1
431;1;ANSONFRI;-10.34036667;O;14.09008333;1
432;1;BIRABAFARA;-10.34518333;O;13.93936667;1
433;1;BOUKINAFE;-10.33396667;O;14.07813333;1
434;1;BOULADOUGOU;-10.42223333;O;14.04901667;1
435;1;BOUNTOUNBA;-10.33563333;O;13.95673333;1
436;1;DIABOUGOU;-10.40936667;O;14.05833333;1
437;1;DIEDIA;-10.26733333;O;14.06541667;1
438;1;DIGUINE;-10.46245;O;13.95483333;1
439;1;DJOUFAYABA FARAKO;-10.3774;O;13.91083333;1
440;1;DJOUFOYABA;-10.37438333;O;13.90241667;1
441;1;DJOUFOYABA TINTOKAN;-10.36831667;O;13.9162;1
442;1;FASSALA;-10.35443333;O;14.0802;1
443;1;GOUMIRA;-10.38243333;O;14.08458333;1
444;1;KAMANE;-10.41196667;O;13.90756667;1
445;1;KENIEBA;-10.32116667;O;14.12451667;1
446;1;KOURSIMBE;-10.43511667;O;14.09761667;1
447;1;LASSANA;-10.48913333;O;13.91643333;1
448;1;MARENA;-10.24935;O;14.0573;1
449;1;MAYODAN;-10.33578333;O;13.97103333;1
450;1;N'DIAYE KOBOKOTO;-10.30103333;O;14.036;1
451;1;SABOUCIRE;-10.44395;O;14.10556667;1
452;1;SAMBAGUIDE;-10.27521667;O;13.96563333;1
453;1;SOUKOUTA;-10.32438333;O;13.88906667;1
454;1;TARAOULE;-10.3394;O;13.99578333;1
455;1;TINTIBA;-10.62503; ;13.24715;1
456;1;TOMBINASSO;-10.31701667;O;14.08978333;1
457;1;WOLIFATA;-10.33771667;O;13.9393;1
458;1;KOUNDIAN;-10.6801;O;13.15915;1
459;1;BOUGARA;-10.71503333;O;13.19891667;1
460;1;BOUREA;-10.6324;O;12.94893333;1
461;1;DIBIA;-10.81618333;O;13.22921667;1
462;1;FATAKO;-10.85588333;O;13.16276667;1
463;1;FORE;-10.71016667;O;13.13686667;1
464;1;GAFFOUN;-10.92485;O;13.25756667;1
465;1;GALAMADJI;-10.62786667;O;12.89953333;1
466;1;GUINTAMA;-10.87463333;O;13.26031667;1
467;1;KABADA;-10.74456667;O;13.19401667;1
468;1;KAMA BAMBOUCK;-10.93335;O;13.28053333;1
469;1;KENIEMA;-10.74785;O;13.16505;1
470;1;KENIETO;-10.8185;O;13.3134;1
471;1;KOFFE;-10.6748;O;13.05448333;1
472;1;LAHANDY;-10.82013333;O;13.28235;1
473;1;MADINA COUTA;-10.7768;O;13.1054;1
474;1;MADINA GOUNGOU;-10.60543; ;12.8561;1
475;1;MAKADOUGOU;-10.63478333;O;12.9697;1
476;1;MOURO;-10.75683333;O;13.09923333;1
477;1;NANIFARA;-10.82108333;O;13.10103333;1
